,company_name,company_ticker
6405,Medcath Corp. (MM),MDTH
6406,MediWound Limited,MDWD
6407,Mediabay  (MM),MBAYD
6408,Mediaco Holding Inc,MDIAV
6409,Medialink Worldwide Incorporated (MM),MDLK
6410,Medical Nutrition Usa (MM),MDNU
6411,Medicenna Therapeutics Corporation,MDNA
6412,Medicinova Inc,MNOV
6413,Medicus Sciences Acquisition Corporation,MSAC
6414,Medimmune  (MM),MEDI
6415,"Mediware Information Systems, Inc. (MM)",MEDW
6416,"Medquist, Inc. (MM)",MEDQ
6417,Medwave (MM),MDWW
6418,"Mei Pharma, Inc. (MM)",MSHL
6419,Melinta Therapeutics Inc,MLNT
6420,"Melrose Bancorp, Inc.",MELR
6421,Memorial Resource Development Corp. (MM),MRD
6422,"Memsic, Inc. (MM)",MEMS
6423,Mentor Graphics Corp.,MENT
6424,Mer Lyn 500 Mkt Indx Target Tm (MM),MTTT
6425,Mer Lyn Accelerated Ret Nts (MM),AQQQ
6426,Mer Lyn Djia Mitts(12-27-10) (MM),DWMT
6427,Mer Lyn Mkt Rcvry Nts Nasd100 (MM),MRQQ
6428,Mer Lyn Ret Nts Nikkei225 5 05 (MM),ARNN
6429,Mer Lyn S&P500 Mkt Indx Mitts (MM),MSPX
6430,Mer Lyn Strat Ret Nts Sel 10 (MM),DWTT
6431,Merant Plc Adr (MM),MRNT
6432,Mercantil Bank Holding Corp. (delisted),MBNAB
6433,Mercantile Bank Corporation,MBWM
6434,"Mercer Insurance Grp., Inc. (MM)",MIGP
6435,Merchants Bancorp,MBIN
6436,Mercury Ecommerce Acquisition Corporation,MEAC
6437,Mereo BioPharma Group PLC,MREO
6438,Meridian Bancorp Inc,EBSB
6439,Meridian Corporation,MRBK
6440,Merit Medical Systems Inc,MMSI
6441,Merrill Lynch & CO  (MM),LERA
6442,Merrill Lynch & CO  (MM),MRSS
6443,Merrill Lynch & CO (MM),SRRR
6444,Merrill Lynch & CO Arn (MM),ANNY
6445,Merrill Lynch & CO Srns (MM),SRDD
6446,Merrill Lynch & CO. (MM),CSSA
6447,Merrill Lynch & CO. (MM),CSGE
6448,Merrill Lynch & CO. - Nikkei 225 Market Index Target-Term Securities (Mitts) (MM),MNNY
6449,Merrill Lynch & Co. - Strategic Return Notes Linked TO The Industrial 15 Index (MM),SRIB
6450,Merrill Lynch C O (MM),DOTN
6451,Merrill Lynch S&P 500 Mitts 08 (MM),MTSP
6452,Merrill Merchants Banc (MM),MERB
6453,Mersana Therapeutics Inc,MRSN
6454,Mesa Air Group Inc,MESA
6455,Meta Financial Group Inc,CASH
6456,Metacrine Inc,MTCR
6457,Metal Management  - Series A Warrants (MM),MTLMW
6458,"Metalink, Ltd. (MM)",MTLK
6459,"Metals Usa New - Warrants, Expiring 10/31/2007 (MM)",MUSAW
6460,Meten Holding Group Ltd,METX
6461,Methes Energies International Ltd - Unit (MM),MEILU
6462,Metro One Telecommunications  (MM),INFOD
6463,MetroCity Bankshares Inc,MCBS
6464,Metrocall Hldg (MM),MTOH
6465,Mfb Corp (MM),MFBC
6466,Mgc Diagnostics Corp.,MGCD
6467,Mhi Hospitality Corp. (MM),MDH
6468,MiNK Therapeutics Inc,INKT
6469,Micro Linear,MLIN
6470,MicroStrategy Inc,MSTR
6471,Microchip Technology Inc,MCHP
6472,Micromuse  (MM),MUSE
6473,Micronet Enertec Technologies - Warrant (delisted),MICTW
6474,Microsemi Corp. (delisted),MSCC
6475,Microstrategy Incorporated (MM),MSTRW
6476,Microtune (MM),TUNE
6477,Microvision - Warrants 07/25/2013 (MM),MVISW
6478,Micrus Endovascular (MM),MEND
6479,Mid Southern Bancorp Inc,MSVB
6480,Middlebrook Pharmaceuticals (MM),MBRK
6481,Middleby Corp,MIDD
6482,Middlesex Water Company,MSEX
6483,Midland States Bancorp Inc,MSBI
6484,Midwest Banc Holdings - Perp Pfd Conv Ser A (MM),MBHIP
6485,Midwest Holding Inc,MDWT
6486,Mikron Infrared (MM),MIKR
6487,Millbrook Press (MM),MILB
6488,Millendo Therapeutics Inc,MLND
6489,Millenium India (MM),SMCGW
6490,Millicom International Cellular S A,TIGO
6491,Miltope Grp. (MM),MILT
6492,Mind Medicine MindMed Inc,MNMD
6493,Mindspeed Technologies  (MM),MSPDD
6494,Minerva Neurosciences Inc,NERV
6495,MingZhu Logistics Holdings Limited,YGMZ
6496,Minority Equality Opportunities Acquisition Inc,MEOA
6497,"Mips Technologies, Inc. (MM)",MIPS
6498,Miragen Therapeutics Inc,MGEN
6499,Mirion Technologies Com USD0.001 (MM),MION
6500,Mirum Pharmaceuticals Inc,MIRM
6501,Mission Newenergy Limited - Ordinary Shares (MM),MNEL
6502,Mission Resources (MM),MSSN
6503,Mitek Systems Inc,MITK
6504,"Mitsui & Company, Ltd. - Ads Each Representing 20 Shares of Common Stock (MM)",MITSY
6505,Miva (MM),MIVA
6506,"Mma Capital Management, Llc (MM)",MMABD
6507,MoSys Inc,MOSY
6508,MobileIron Inc,MOBL
6509,Model Performance Acquisition Corporation,MPAC
6510,Modern Media Acquisition Corporation,MMDM
6511,ModivCare Inc,MODV
6512,Mohawk Group Holdings Inc,MWK
6513,Moldflow Corp (MM),MFLO
6514,Molecular Insight Pharmaceuticals (MM),MIPI
6515,Moleculin Biotech Inc,MBRX
6516,Molex Incorporated - Class A (MM),MOLXA
6517,Momentive Global Inc,MNTV
6518,Monaker Group Inc,MKGI
6519,"Monarch Financial Holdings, Inc.",MNRK
6520,"Mondelez International, Inc. (MM)",KFT
6521,MongoDB Inc,MDB
6522,Monmouth Community Bancorp (MM),MMTH
6523,Monmouth Real Estate Investment (MM),MNRTA
6524,Monogram Biosciences  (MM),MGRMD
6525,Monolithic Power Systems Inc,MPWR
6526,Monotype Imaging Holdings Inc,TYPE
6527,Monroe Bancorp (MM),MROE
6528,Monroe Capital Corporation,MRCC
6529,Montauk Renewables Inc,MNTK
6530,Monterey Gourmet Foods (MM),PSTA
6531,Monument Circle Acquisition Corporation,MON
6532,Moore-Handley (MM),MHCO
6533,Morg Stanley 100 Idx Plus (MM),NAPX
6534,Morg Stnly Bear Mkt Nasd100 08 (MM),NDPR
6535,Morgan Funshares (MM),MFUN
6536,Morgan Stanley (MM),NDPS
6537,Morgan Stanley - Morgan Stanley Strategic Total Return Securites (MM),NBXZ
6538,Morgan Stanley Nasdaq 100  (MM),PNDX
6539,Morgan Stanley Nasdaq-100 Plus (MM),NDDM
6540,Morgan Stanley Plus (MM),MOSX
6541,Morgans Hotel Grp. Co.,MHGC
6542,Morningstar Inc,MORN
6543,Moscow Cablecom (MM),MOCC
6544,Mota Grp. Warrant (MM),MOTAW
6545,Mothers Work  (MM),MWRK
6546,Motorcar Parts and Associates Inc,MPAA
6547,"Motricity, Inc. (MM)",MOTR
6548,Mountain Crest Acquisition Corporation,MCACU
6549,Mountain Crest Acquisition Corporation II,MCAD
6550,Mountain Crest Acquisition Corporation IV,MCAF
6551,Mountainbank Financial (MM),MBFC
6552,"Move, Inc. (MM)",MOVED
6553,Moxian Inc,MOXC
6554,Mpw Industrial Services,MPWG
6555,Mro Software,MROI
6556,"Mrv Communications, Inc. (MM)",MRVC
6557,Mtc Technologies (MM),MTCT
6558,Mtech Acquisition Corp. Warrant (MM),MTECW
6559,Mtm Technologies  (MM),MTMCD
6560,Mudrick Capital Acquisition Corporation II,MUDS
6561,"Multi-Fineline Electronix, Inc. (MM)",MFLX
6562,Multiband Corp. (MM),MBND
6563,Mustang Bio Inc,MBIO
6564,My Size Inc,MYSZ
6565,Mylan (MM),MYLNP
6566,Mynd Analytics - Warrant,MYNDW
6567,MyoKardia Inc,MYOK
6568,Myriad Genetics Inc,MYGN
6569,M D C Holdings Inc,MDC
6570,M17 Entertainment Limited,YQ
6571,MAXIMUS Inc,MMS
6572,MCCORMICK & CO INC (VTG),MKCV
6573,MDU Resources Group Inc,MDU
6574,MFA Financial Inc,MFA
6575,MFS Government Markets Income Trust,MGF
6576,MFS High Yield Municipal Trust,CMU
6577,MFS Intermediate Income Trust,MIN
6578,MFS Multimarket Income Trust,MMT
6579,MFS Special Value Trust,MFV
6580,MGM Growth Properties LLC,MGP
6581,MI Homes Inc,MHO
6582,MOGU Inc,MOGU
6583,MPLX LP,MPLX
6584,"MS Income Securities, Inc. (delisted)",ICB
6585,MSC Industrial Direct Co Inc,MSM
6586,MSG Networks Inc,MSGN
6587,MVC Capital Inc,MVCD
6588,"Macdonald, Dettwiler And Associates Ltd. (delisted)",MDA
6589,Mack Cali Realty Corporation,CLI
6590,Macquarie Global Infrastructure Total Return Fund Inc,MGU
6591,"Macrogenics, Inc. (delisted)",MGNX
6592,Madison Covered Call and Equity Strategy Fund,MCN
6593,Madison Square Garden Entertainment Corp,MSGE
6594,Magellan Midstream Partners LP,MMP
6595,Magnachip Semiconductor Corp,MX
6596,Magnum Opus Acquisition Limited,OPA
6597,Maiden Holdings North America Ltd,MHNC
6598,MainStay MacKay Defined Term Municipal Opportunities Fund,MMD
6599,Managed Duration Investment Grade Municipal Fund (delisted),MZF
6600,Manchester United Plc,MANU
6601,"Manitowoc Food Service, Inc.",MFS
6602,ManpowerGroup,MAN
6603,Marathon Oil Corp,MRO
6604,Marcus Corp,MCS
6605,Marine Harvest Asa Sponsored Adr (Norway),MHG
6606,MarineMax Inc,HZO
6607,Markforged Holding Corporation,MKFG
6608,Marsh and McLennan Companies Inc,MMC
6609,MasTec Inc,MTZ
6610,Mason Industrial Technology Inc,MIT
6611,MasterCard Incorporated,MA
6612,Materion Corporation,MTRN
6613,Maui Land and Pineapple Co Inc,MLP
6614,Maxlinear Inc,MXL
6615,McCormick and Co,MKC
6616,McDonalds Corp,MCD
6617,McKesson Corporation,MCK
6618,Medallia Inc,MDLA
6619,MediaAlpha Inc,MAX
6620,Medifast Inc,MED
6621,Medley Capital Corporation,MCC
6622,Medley LLC,MDLQ
6623,Medley Management Inc,MDLY
6624,Medtronic PLC,MDT
6625,Membership Collective Group Inc,MCG
6626,Mercury General Corp,MCY
6627,MeridianLink Inc,MLNK
6628,Meritor Inc,MTOR
6629,MetLife Inc,MET
6630,Methode Electronics Inc,MEI
6631,Mettler Toledo International Inc,MTD
6632,Mexico Fund,MXF
6633,Micro Focus International plc,MFGP
6634,"Midcoast Energy Partners, L.P. Common Units Representing Limited Partner Interests (delisted)",MEP
6635,Midstates Petroleum Company Inc,MPO
6636,Miller Howard High Income Equity Fund,HIE
6637,Minerals Technologies Inc,MTX
6638,Mission Advancement Corp,MACC
6639,Mister Car Wash Inc,MCW
6640,Mobile TeleSystems PJSC,MBT
6641,Model N Inc,MODN
6642,Moelis and Company,MC
6643,Molina Healthcare Inc,MOH
6644,Molson Coors Beverage Company,TAP
6645,"Molycorp, Inc.",MCP
6646,Monmouth Real Estate Investment Corporation,MNR
6647,Monsanto Company (delisted),MON
6648,Montage Resources Corporation,MR
6649,Moodys Corp,MCO
6650,Morgan Stanley China A Share Fund Inc,CAF
6651,Morgan Stanley Emerging Markets Domestic Debt Fund Inc,EDD
6652,Mosaic Acquisition Corp,MOSC
6653,Motive Capital Corp,MOTV
6654,Movado Group Inc,MOV
6655,Mueller Water Products Inc,MWA
6656,Murphy Oil Corp,MUR
6657,Myers Industries Inc,MYE
6658,M&T Bank Corporation,MTB
6659,M3Brigade Acquisition II Corp,MBAC
6660,MBIA Inc,MBI
6661,MDH Acquisition Corp,MDH
6662,MFA Financial Inc,MFO
6663,MFS Charter Income Trust,MCR
6664,MFS High Income Municipal Trust,CXE
6665,MFS Intermediate High Income Fund,CIF
6666,MFS Investment Grade Municipal Trust,CXH
6667,MFS Municipal Income Trust,MFM
6668,MGIC Investment Corp,MTG
6669,MGM Resorts International,MGM
6670,MINISO Group Holding Limited,MNSO
6671,MP Materials Corp,MP
6672,MRC Global Inc,MRC
6673,MSA Safety Incorporated,MSA
6674,MSCI Inc,MSCI
6675,MVC Capital Inc,MVC
6676,MYT Netherlands Parent BV,MYTE
6677,Macerich Co,MAC
6678,Macquarie First Trust Global Infrastructure Util Div Inc Fund,MFD
6679,Macquarie Infrastructure Holdings LLC,MIC
6680,Macys Inc,M
6681,Madison Square Garden Company New,MSG
6682,Madison Square Garden Sports Corp,MSGS
6683,Magna International Inc,MGA
6684,Magnolia Oil and Gas Corporation,MGY
6685,Maiden Holdings Ltd,MHLA
6686,Main Street Capital Corp,MAIN
6687,Mallinckrodt Plc,MNK
6688,"Managed High Yield Plus Fund, Inc.",HYF
6689,Manitowoc Company,MTW
6690,Manning and Napier Inc,MN
6691,Manulife Financial Corporation,MFC
6692,Marathon Petroleum Corporation,MPC
6693,Marcus and Millichap Inc,MMI
6694,Marine Products Corp,MPX
6695,Markel Corp,MKL
6696,Marriott Vacations Worldwide Corporation,VAC
6697,Martin Marietta Materials Inc,MLM
6698,Masco Corp,MAS
6699,Masonite International Corporation,DOOR
6700,Matador Resources Company,MTDR
6701,Matson Inc,MATX
6702,Maxar Technologies Inc,MAXR
6703,Mayville Engineering Company Inc,MEC
6704,McDermott International Inc,MDR
6705,McEwen Mining Inc,MUX
6706,Mead Johnson Nutrition Company (delisted),MJN
6707,"Medequities Realty Trust, Inc.",MRT
6708,Medical Properties Trust Inc,MPW
6709,Medley Capital Corporation,MCV
6710,Medley Capital Corporation,MCX
6711,Medley LLC,MDLX
6712,Mednax Inc,MD
6713,Megalith Financial Acquisition Corp,MFAC
6714,Merck and Co Inc,MRK
6715,Meredith Corp,MDP
6716,Meritage Homes Corp,MTH
6717,Mesabi Trust,MSB
6718,Metals Acquisition Corp,MTAL
6719,Metropolitan Bank Holding Corp,MCB
6720,Mexico Equity and Income Fund Inc,MXE
6721,MiX Telematics Limited,MIXT
6722,Mid America Apartment Communities Inc,MAA
6723,Midsouth Bancorp Inc,MSL
6724,Milacron Holdings Corp,MCRN
6725,Miller Industries Inc,MLR
6726,Mirion Technologies Inc,MIR
6727,Mission Advancement Corp.,MACCU
6728,Mistras Group Inc,MG
6729,Mobileye N.V. Ordinary Shares,MBLY
6730,Modine Manufacturing Co,MOD
6731,Mohawk Industries Inc,MHK
6732,Molino Canuelas S A C I F I A American Depositary Shares  Each  Representing Three Class B Ordinary Shares (delisted),MOLC
6733,Molson Coors Brewing Company,TAPA
6734,MoneyLion Inc,ML
6735,Monogram Residential Trust Common (delisted),MORE
6736,"Monster Worldwide, Inc.",MWW
6737,Montrose Environmental Group Inc,MEG
6738,Morgan Stanley,MS
6739,Morgan Stanley Emerging Market Debt Fund Inc,MSD
6740,Morgan Stanley India Investment Fund Inc,IIF
6741,Mosaic Company,MOS
6742,Motorola Solutions Inc,MSI
6743,Mueller Industries Inc,MLI
6744,Mulesoft Class A,MULE
6745,Murphy USA Inc,MUSA
6746,Myovant Sciences Ltd,MYOV
6747,NAPCO Security Technologies Inc,NSSC
6748,NASDAQ TEST STOCK,ZWZZT
6749,NCS Multistage Holdings Inc,NCSM
6750,NF Energy Saving Corp.,NFEC
6751,NI Holdings Inc,NODK
6752,NII Holdings Inc,NIHD
6753,NMI Holdings Inc,NMIH
6754,NRX Pharmaceuticals Inc,NRXP
6755,NV5 Global Inc,NVEE
6756,NVE Corporation,NVEC
6757,NXP Semiconductors NV,NXPI
6758,Nabriva Therapeutics PLC,NBRV
6759,Nano X Imaging Ltd,NNOX
6760,NanoVibronix Inc,NAOV
6761,Nanometrics Inc,NANO
6762,Nanosys (MM),NNSY
6763,NantKwest Inc,NK
6764,Napster (MM),NAPS
6765,Nasdaq Inc,NDAQ
6766,Nashua (MM),NSHA
6767,Nassda Corp (MM),NSDA
6768,Natera Inc,NTRA
6769,Nathans Famous Inc,NATH
6770,National Bankshares Inc,NKSH
6771,National CineMedia Inc,NCMI
6772,National Coal Corp (MM),NCOC
6773,National Commerce Corp.,NCOM
6774,National Energy Services Reunited Corporation,NESR
6775,National General Holdings Corporation,NGHC
6776,National Home Health Care Co (MM),NHHC
6777,National Interstate Corp. (MM),NATL
6778,National Research Corp. (MM),NRCI
6779,National Research Corp. (delisted),NRCIB
6780,National Research Corporation,NRC
6781,"National Technical Systems, Inc. (MM)",NTSC
6782,National Western Life Group Inc,NWLI
6783,Nationshealth Wrrts (MM),NHRXW
6784,Natl Mercantile Bancorp (MM),MBLA
6785,Natural Alternatives International Inc,NAII
6786,Natural Order Acquisition Corporation,NOAC
6787,Natus Medical Inc,NTUS
6788,Naugatuck Valley Financial Corp. (MM),NVSLD
6789,Nautilus Marine Acqu (MM),NMARW
6790,Nautilus Marine Acquisition Corp. - Unit (MM),NMARU
6791,"Navient Corp. - Medium Term Notes, Series A, Cpi-Linked Notes Due March 15, 2017",OSM
6792,Navigant (MM),FLYR
6793,Navios Maritime Holdings Inc.  (MM),BULK
6794,Navitas Semiconductor Corporation,NVTS
6795,Nco,NCOG
6796,Nds Grp. Plc Adr (MM),NNDS
6797,Nebula Caravel Acquisition Corporation,NEBC
6798,Nektar Therapeutics,NKTR
6799,NeoGames SA,NGMS
6800,Neoforma Inc.  (MM),NEOF
6801,Neoleukin Therapeutics Inc,NLTX
6802,Neomagic Corp (MM),NMGC
6803,Neonode (MM),NEONE
6804,Neorx  (MM),NERX
6805,"Neothetics, Inc. (delisted)",NEOT
6806,Neoware (MM),NWRE
6807,Neptune Wellness Solutions Inc,NEPT
6808,Net 1 Ueps Technologies Inc,UEPS
6809,"Net Element International, Inc. (MM)",NETED
6810,Net.B@NK Common Stock  (MM),NTBK
6811,NetApp Inc,NTAP
6812,Netfin Acquisition Corp,NFIN
6813,"Netgear, Inc. (delisted)",NTGRV
6814,Netguru  (MM),NGRUD
6815,"Netlogic Microsystems, Inc. (MM)",NETL
6816,Netnation Communications (MM),NNCI
6817,Netscout Systems Inc,NTCT
6818,Netsmart Technologies  (MM),NTST
6819,"Netspend Holdings, Inc. (MM)",NTSP
6820,"Network Engines, (MM)",NENG
6821,NeuBase Therapeutics Inc,NBSE
6822,NeuroBo Pharmaceuticals Inc,NRBO
6823,NeuroOne Medical Technologies Corporation,NMTC
6824,Neurobiological Technologies (MM),NTII
6825,Neurocrine Biosciences Inc,NBIX
6826,Neurogen (MM),NRGN
6827,Neuronetics Inc,STIM
6828,Neurotrope Inc,NTRP
6829,New Brunswick Scient (MM),NBSC
6830,"New England Bancshares, Inc. (MM)",NEBS
6831,New Fortress Energy Inc,NFE
6832,New Gen Biofuels (MM),NGBF
6833,New Mountain Finance Corporation,NMFCL
6834,New Oriental Energy & Chemical Corp. (MM),NOEC
6835,New River Pharmaceuticals (MM),NRPH
6836,New York Mortgage Trust Inc,NYMT
6837,NewHold Investment Corp,NHIC
6838,NewLink Genetics Corporation,NLNK
6839,Newborn Acquisition Corporation,NBAC
6840,Newbury Street Acquisition Corporation,NBSTW
6841,Newegg Commerce Inc,NEGG
6842,Newellis Inc,NUWE
6843,Newmark Group Inc,NMRK
6844,Newmil Bancorp,NMIL
6845,Newport Corp.,NEWP
6846,News Corporation,NWS
6847,Newtek Business Services,NKBS
6848,Newtek Business Services Corporation,NEWTZ
6849,Newtek Business Services Corporation,NEWT
6850,Nexeo Solutions - Warrant,NXEOW
6851,Nexmed (MM),NEXM
6852,Nexsan Corp (MM),NXSN
6853,NextCure Inc,NXTC
6854,NextGen Acquisition Corporation,NGAC
6855,NextGen Healthcare Inc,NXGN
6856,Nexters Inc,GDEV
6857,Nexus Telocation Systems Limited  (MM),NXUS
6858,"Ngas Resources, Inc. (MM)",NGAS
6859,Niagara (MM),NIAG
6860,Nicolet Bankshares Inc,NCBS
6861,"Nighthawk Radiology Holdings, Inc. (MM)",NHWK
6862,Nikola Corporation,NKLA
6863,Ninetowns Internet Technology Grp. Company Limited ADS Representing 1 Ordinary Share (MM),NINE
6864,"Nivalis Therapeutics, Inc. (MM)",NVLS
6865,Nms Communications  (MM),NMSS
6866,"Nobility Homes, Inc. (MM)",NOBH
6867,Noble Rock Acquisition Corporation,NRAC
6868,Noland Company - Common Stock (MM),NOLD
6869,Nordson Corporation,NDSN
6870,Nortech Systems Inc,NSYS
6871,North American Galvanizing (MM),NGA
6872,North American Scientific (MM),NASM
6873,North Bancshares (MM),NBSI
6874,"North Central Bancshares, Inc. (MM)",FFFD
6875,North Mountain Merger Corporation,NMMC
6876,North Pointe Hldgs Corp (MM),NPTE
6877,North Valley Bancorp (MM),NOVBD
6878,NorthWestern Corporation,NWE
6879,Northeast Indiana Bancorp  (MM),NEIB
6880,Northern Empire Bancshares (MM),NREB
6881,Northern Lights Acquisition Corporation,NLIT
6882,Northern Trust Corp.,NTRNP
6883,Northfield Bancorp Inc,NFBK
6884,Northrim BanCorp Inc,NRIM
6885,Northwest Airlines  (MM),NWAC
6886,Northwest Bancshares Inc,NWBI
6887,Northwest Pipe Co,NWPX
6888,Northwestern Corp Wrrts  (MM),NWECW
6889,Norwegian Cruise Line Holdings Ltd. - Ordinary Shares,NCLH
6890,Nova Lifestyle Inc,NVFY
6891,Nova Vision Acquisition Corporation,NOVV
6892,Novadaq Technologies,NVDQ
6893,Novamed (MM),NOVAD
6894,Novamerican Steel (MM),TONSW
6895,Novanta Inc,NOVT
6896,"Novatel Wireless, Inc. (MM)",MIFI
6897,Novel Denim Holdings (MM),NVLD
6898,"Novell, Inc. (MM)",NOVL
6899,Novo Integrated Sciences Inc,NVOS
6900,Novogen Limited ADS Each Representing Five Ordinary Shares (MM),NVGND
6901,"Novume Solutions, Inc.",NVMM
6902,Novus Therapeutics Inc,NVUS
6903,Nsd Bancorp (MM),NSDB
6904,Ntelos Holdings Corp. (MM),NTLSD
6905,Ntl,NTLI
6906,Ntl Incorporated - Series A Warrants (MM),NTLIW
6907,Nuance Communications Inc,NUAN
6908,Nuco2 (MM),NUCO
6909,Numerex Corp. - Class A (MM),NMRX
6910,Nurix Therapeutics Inc,NRIX
6911,Nutraceutical International Corp. (MM),NUTR
6912,Nutrisystem,NTRI
6913,Nuvasive Inc,NUVA
6914,Nuveen Nasdaq 100 Dynamic Overwrite Fund,QQQX
6915,Nuvelo  (MM),NUVO
6916,Nwh (MM),NWIR
6917,Nyer Medical Grp. (MM),NYER
6918,Nymox Pharmaceutical Corp,NYMX
6919,NASDAQ CLEAN EDGE U.S. INDEX,CLEN
6920,NBT Bancorp Inc,NBTB
6921,NETGEAR Inc,NTGR
6922,NGM Biopharmaceuticals Inc,NGM
6923,NIC Inc,EGOV
6924,NLS Pharmaceutics Ltd,NLSP
6925,NN Inc,NNBR
6926,NU Horizons (MM),NUHC
6927,NV5 Holdings - Unit (MM),NVEEU
6928,NVIDIA Corporation,NVDA
6929,NXT ID Inc,NXTD
6930,Naked Brands Group Ltd,NAKD
6931,NanoString Technologies Inc,NSTG
6932,Nanodynamics  (MM),NDMX
6933,"Nanosphere, Inc.",NSPH
6934,NantHealth Inc,NH
6935,Napro Biotherapeutics (MM),NPRO
6936,"Nara Bancorp, Inc. (MM)",NARA
6937,Nash-Finch Company (MM),NAFC
6938,Naspers Limited (MM),NPSN
6939,Nastech Pharmaceutical Company  (MM),NSTK
6940,Nathans Famous (MM),NATHW
6941,National Atlantic Hldgs Corp (MM),NAHC
6942,National Beverage Corporation,FIZZ
6943,National Coal (MM),NCOCD
6944,National Coal Corp (MM),NCOCF
6945,National Dentex Corp (MM),NADX
6946,National General Holdings Corporation,NGHCZ
6947,National Holdings Corporation,NHLD
6948,National Instruments Corporation,NATI
6949,"National Penn Bancshares, Inc.",NPBC
6950,National Research Corp. (delisted),NRCIA
6951,National Research Corp. - Class A Common Stock When Issued (MM),NRCIV
6952,National Security Group Inc,NSEC
6953,National Vision Holdings Inc,EYE
6954,National Western Life Insurance Company  (MM),NWLIA
6955,Natl Medical Health Card Sys (MM),NMHC
6956,Natrol (MM),NTOL
6957,Natural Health Trends Corporation,NHTC
6958,Natures Sunshine Products Inc,NATR
6959,Natus Medical Inc,BABY
6960,Nautilus Biotechnology Inc,NAUT
6961,Nautilus Marine Acqu (MM),NMAR
6962,"Navient Corp. - Medium Term Notes, Series A, Cpi-Linked Notes Due January 16, 2018 (delisted)",ISM
6963,Navient Corporation,NAVI
6964,Navios Maritime Containers LP,NMCI
6965,Navios Maritime Holdings Inc. - Warrants 2008 (MM),BULKW
6966,"Nci, Inc. (MM)",NCIT
6967,Ncric Grp. (MM),NCRI
6968,Nebula Acquisition Corporation,NEBU
6969,Neighborcare (MM),NCRX
6970,Nemaura Medical Inc,NMRD
6971,NeoGenomics Inc,NEO
6972,Neogen Corp,NEOG
6973,Neomagic  (MM),NMGCD
6974,Neon Therapeutics Inc,NTGN
6975,Neonode Inc,NEON
6976,Neos Therapeutics Inc,NEOS
6977,Neovasc Inc,NVCN
6978,Nephros Inc,NEPH
6979,"Ness Technologies, Inc. (MM)",NSTC
6980,Net Element Inc,NETE
6981,Net Servicos DE Comunicacao S.A. ADS (MM),NETCD
6982,Net2Phone  (MM),NTOP
6983,NetSol Technologies Inc,NTWK
6984,Netflix Inc,NFLX
6985,Netguru,NGRU
6986,Netiq  (MM),NTIQ
6987,Netmanage (MM),NETM
6988,Netratings  (MM),NTRT
6989,Netscreen Technologies (MM),NSCN
6990,Netsolve (MM),NTSL
6991,"Network Engines, (MM)",NEI
6992,"Network Equipment Technologies, Inc. (MM)",NWK
6993,Neuralstem Inc,CUR
6994,NeuroMetrix Inc,NURO
6995,Neurobiological Technologies  (MM),NTIID
6996,Neurochem - Common Shares (MM),NRMX
6997,Neuroderm Ltd. - Ordinary Shares,NDRM
6998,"Neurometrix, Inc. (MM)",NUROD
6999,Neuropace Inc,NPCE
7000,Nevada Chemicals (MM),NCEM
7001,New England Bancshares  (MM),NEBSD
7002,"New Focus, (MM)",NUFO
7003,"New Frontier Media, Inc. (MM)",NOOF
7004,New Motion (MM),NWMO
7005,New Mountain Finance Corporation,NMFC
7006,New Povidence Acquisition Corporation,NPA
7007,New Vista Acquisition Corporation,NVSA
7008,NewAge Inc,NBEV
7009,NewHold Investment Corporation II,NHICU
7010,Newater Technology Inc,NEWA
7011,Newbury Street Acquisition Corporation,NBST
7012,Newcourt Acquisition Corporation,NCACU
7013,Newell Brands Inc,NWL
7014,Newgioco Group Inc,NWGI
7015,"Newmark Grp., Inc. (MM)",NMRKV
7016,"Newport Bancorp, Inc. (MM)",NFSB
7017,News Corporation,NWSA
7018,"Newstar Financial, Inc. (MM)",NEWS
7019,Newtek Business Services Corporation,NEWTI
7020,Newtek Business Services Corporation,NEWTL
7021,NexImmune Inc,NEXI
7022,"Nexeo Solutions, Inc.",NXEO
7023,Nexmed (MM),NEXMD
7024,Nexstar Media Group Inc,NXST
7025,NextDecade Corporation,NEXT
7026,NextGen Acquisition Corporation II,NGCA
7027,NextPlay Technologies Inc,NXTP
7028,Nextwave Wireless (MM),WAVED
7029,Nexvet Biopharma Plc - Ordinary Shares,NVET
7030,NiSun International Enterprise Development Group Company Ltd,NISN
7031,Nicholas Financial Inc Bc,NICK
7032,NightDragon Acquisition Corportion,NDAC
7033,Nightstar Therapeutics Plc ADS,NITE
7034,Niku Corp (MM),NIKU
7035,Nitromed (MM),NTMD
7036,Nkarta Inc,NKTX
7037,"Nobel Learning Communities, Inc. (MM)",NLCI
7038,Noble Energy Inc,NBL
7039,Nocturne Acquisition Corporation,MBTC
7040,Noodles and Company,NDLS
7041,Norstan (MM),NRRD
7042,Nortek Inc.,NTK
7043,North American Scientific  (MM),NASI
7044,North Atlantic Acquisition Corporation,NAAC
7045,North Bay Bancorp (MM),NBAN
7046,North Coast Energy (MM),NCEB
7047,North Pittsburgh Systems (MM),NPSI
7048,North Valley Banco (MM),NOVB
7049,NorthEast Community Bancorp Inc,NECB
7050,Northeast Bank,NBN
7051,Northeast Pennsylvania Financial - Common Stock (MM),NEPF
7052,Northern Large Cap Equity Fund,NOGEX
7053,Northern Technologies International Corporation,NTIC
